Title,initial
"Compactness of intersections of arbitrary sets in real analysis","2015"
"Ambiguous definition of compactness","2016"
"If $\|f'(x)(v)\|=\|v\|,\forall v\in \mathbb{R}^m,\forall x \in \mathbb{R}^m\Longrightarrow f $ is an isometry","2012"
"Confusion about the radius of convergence and the ratio test","2014"
"Find $\lim_{x \to \infty} q (x+1)-q(x)$","2014"
"prove that $f_n$ conerges uniformly in $X$""","2014"
"Fixed Point problem of walter Rudin","2015"
"Continuity, Compactness and Graph","2012"
"$f:B\subset \mathbb{R}^m\longrightarrow \mathbb{R}$ is integrable if and only if its graph has zero volume","2012"
"A characterization of functions from $\mathbb R^n$ to $\mathbb R^m$ which are continuous","2012"
"Property of continuous and uniformly convergent seqeunce $\{f_n\}$","2015"
"Minimization of integrals in real analysis","2015"
"Definition of the reals and basic proofs are independent of the axiom of choice?","2015"
"Show that for $f(x)=x^2+x$ the mapping $f: A \rightarrow B$ is a bijection.","2015"
"A question about a proof of the ""Least Upper Bound Property"" in the Tao's Real Analysis notes","2014"
"$f:[0,1] \rightarrow \mathbb{R}$ is absolutely continuous and $f' \in \mathcal{L}_{2}$","2011"
"Sequence of diffeomorphisms $F_n=f_n\circ\cdots\circ f_2 \circ f_1 $","2013"
"Prove that a sequence is nondecreasing sequence.","2013"
"Prove $a \in\mathbb I, b \in \mathbb I \implies a^b \in \mathbb I$","2015"
"Show that $f(F(x))F'(x)$ is measurable.","2014"
"Is this result true? Double integrals","2014"
"Proposed proof for: if $\{s_{n}\}$ is bounded, then $\{\frac{s_{n}}{n}\}$ is convergent.","2013"
"Finding two rationals that satisfy an equation","2013"
"Can the concept of a  jump discontinuity be extended to functions of the form $f\colon \mathbb{R}^2 \to \mathbb{R}$","2011"
"Prove that if $c>0, x>0$, and $x^2=c$ then $x $ is unique.","2016"
"Distance and compact sets","2012"
"The philosophy of change of variables","2012"
"Analysis differentiability FTC","2013"
"Uniform continuity and boundedness","2011"
"If $f(x)$ is continuous on $[a,b]$ and $M=\max \; |f(x)|$, is $M=\lim \limits_{n\to\infty} \left(\int_a^b|f(x)|^n\,\mathrm dx\right)^{1/n}$?","2011"
"The Hessian and Eigenvalues","2015"
"boundary regularity for the lipschitz continuity of the projection","2014"
"Real Analysis convergence help","2014"
"Solve $\frac{x}{\sin x}+\frac{1}{\cos x}-\pi=0$","2014"
"Inequality proof with cos","2013"
"A function with countable discontinuities is Borel measurable.","2013"
"Prove that the function $f(x)=\frac{x^{\frac{-1}{2}}}{1+\ln x}$ does not belong to $L^p(1,\infty)$ except for $p=2$.","2013"
"Is every real $\in(0,1)$ between the reciprocals of two consecutive integers?","2015"
"Additive Inverse of Cauchy Sequence","2011"
"Equivalent Paths","2011"
"Showing that $|f_ng_n-fg|<\epsilon$, where $f_n\to f, g_n\to g$","2014"
"How to show this specific sequence of functions is increasing.","2014"
"Question about Cauchy Criterion for Riemann Integrability","2014"
"Do we have $\|f\|_\infty\leq |f(0)|+\|f'\|_\infty$?","2016"
"Proof that if $x_n \rightarrow \infty$ then $\frac{x_n}{x_n +1}$ converges","2016"
"what is diffrernce between limit point of sequence and limit of sequence","2016"
"series of uniformly continuous functions which converge pointwise to the limit","2015"
"Prove that a sequence is square summable","2015"
"How to show that a continuous function has a fixed point","2015"
"If $\lim_{n\to\infty}\int_0^1 f_n(x)dx=0$, are there points $x_0\in[0,1]$ such that $\lim_{n\to\infty}f_n(x_0)=0$?","2013"
"On a concrete example of singular function","2013"
"Second derivation equation with mean-value theorem","2013"
"Showing that $(a_n^2)$ is Cauchy implies that $(a_n)$ is Cauchy","2013"
"Mathematical Analysis","2013"
"Find sequence of differentiable functions $f_n$ on $\mathbb{R}$ that converge uniformly, but $f'_n$ converges only pointwise","2014"
"lim$_{n\rightarrow \infty}\int _{-\pi}^\pi f(t)\cos nt\,dt$","2014"
"Show an improper integral is infinitely differentiable","2014"
"Let $(a_n)$ be a Cauchy sequence. Is $(c_n) = (-1)^n a_n also a Cauchy sequence?","2016"
"Cesaro Means convergence","2015"
"Prove or disprove elementary sets","2015"
"Image of a sequence with limit point x","2014"
"Suppose that a function $f\colon[0,1]\rightarrow \mathbb{R}$ is continuous, $f\left(0\right)=0$","2014"
"If $f$ is differentiable, then there is a unique linear transformation","2013"
"Why state the Least Upper Bound Property again?","2016"
"Adding members of the Cantor set to get $[0,2]$","2014"
"If for $\epsilon \gt 0 \space x \in (a-\epsilon,b+\epsilon)$, Prove that $x \in [a,b]$","2016"
"Prove that exist a function $f:\mathbb{R}\rightarrow \mathbb{R}$ infinitely differentiable.","2015"
"How to prove this problem ($g(x)$ approximated by nondecreasing $f_n(x)$)","2015"
"Increasing, bounded and continuous is uniformly continuous","2013"
"Necessary and sufficient condition for the existence of $\lim_{n\to\infty} a_n$","2014"
"Limits, continuity and differentiability","2014"
"If $f:[a,b]\to\mathbb{R}$ is continuous but unbounded, then on which subintervals is $f$ unbounded?","2015"
"Convergence series proof","2013"
"Integral 0f a function with range in convex set is in the convex set","2015"
"How to show that $H(x)=\int_0^1 f(y-x)g(y)~dy$ is bounded and continuous on $\mathbf{R}$","2011"
"How can I explain this formally?","2013"
"pointwise convergence, bounded to unbounded","2015"
"The limit of the ratio of the elements in the set $S=\{3^n 4^m:n,m \in\Bbb N\}$ approaches to 1","2013"
"Comparing convex functions near infinity","2014"
"A compact does not imply $f^{-1}(A)$ is compact","2014"
"Manipulating the preimage","2014"
"What is the supremum of this set?","2013"
"Please prove that $(p!+1)$ is a prime, where $p$ is a prime.","2013"
"Integration on $R^n$","2012"
"prove $\sqrt 2 + 3^{1/5}$ is irrational?","2015"
"Prove that function f is bounded below","2012"
"Open sets and closed sets proof","2012"
"Proof for estimation lemma","2014"
"Question about existance of global minimum in a strictly convex function","2015"
"Simple limit proof!!","2013"
"Deduce that if $A$ is a subset of $C$, then $\sup A\leq \sup C$.","2015"
"Non-singular derivative in $\mathbb{R}^n$ implies open image","2013"
"proof monotonicity of integral on simple functions","2015"
"Need help with a proof that if $xy=0$ then $x=0$ or $y=0$","2013"
"uniformly continuous and bounded derivative","2014"
"Is every smooth function from $\mathbb{R}^n \to \mathbb R$ with compact support the laplacian of some function?","2014"
"Question about integrating measures of pullbacks","2013"
"How to construct a bijection from $(0, 1)$ to $[0, 1]$?","2012"
"If $(y_n(x))_{n \in \mathbb{N}}$ is uniformly convergent, so is $(f(x,y_n(x)))_{n \in \mathbb{N}} \ ?$","2014"
"Evaluate double limits","2014"
"Show a open set has no minimum","2014"
"Prove that $f$ and $g$ are the same function","2013"
"Limits and Cauchys First theorem?","2016"
"$\int_{-\infty}^\infty x^k f(x) \, dx = 0 \Longrightarrow f(x)=0$","2016"
"Open set in metric space","2016"
"If f is integrable on $[a,b]$, prove $f^{q}$ is integrable on $[a,b]$","2013"
"Prove that f is continuous","2015"
"Can we make $\mathbb{R}^{2}$ an ordered field?","2012"
"Why is this equal to $\cos x$?","2016"
"Prove this function is the identity","2015"
"Axiom of Completeness to prove intermediate value theorem","2015"
"Function differentiable on $(a,b)$ but not continuous on $ [a,b]$","2014"
"Sequence in space of all continuously differentiable functions","2011"
"sequence and measurable set","2015"
"Find the interior points for the following sets","2015"
"Show that for any two Cauchy sequences of rational numbers, their difference is a equivalent to a sequence of nonnegative numbers","2015"
"Prove that $f$, such that $\forall\delta\gt0$ $|f(y)-f(x)|\lt\delta^2$ $\forall x,y\in\mathbb{R}$ and $|y-x|\lt\delta$, is a constant function.","2012"
"Finding the supremum of a set with two variables","2015"
"show that if $f:[c,d] \rightarrow \mathbb {R}$ is continuous and $g:[a,b] \rightarrow [c,d]$ is Riemann integrable, then $f\circ g$ is also integrable","2014"
"Show that Laplace transform is differentiable","2011"
"denseness, connectedness and openness of a subset of $C[0,1]$","2014"
"On the supremum of the union of two bounded sets","2014"
"Real Analysis (derivative)","2013"
"Dedekind cuts, can it have an irrational member?","2012"
"Interior of the Inverse of a Continuous Map","2016"
"$e^z$ is never zero, where $e=2.718\dots$ and $z$ is a complex number.","2013"
"computing a tough improper integral","2014"
"show a function is riemann integrable","2014"
"Prove that $F'(t)=g'(t)f\big(g(t),k(t)\big)-h'(t)f\big(h(t),k(t)\big)+k'(t)\int_{h(t)}^{g(t)}\frac{\partial f}{\partial y}\big(x,k(t)\big)\mathrm dt.$","2015"
"Walter Rudin's Principle's of Mathematical Analysis","2015"
"Prove existence of functions $h_1$ and $h_2$","2015"
"continuous rational value function in R","2013"
"Weak convergence of measure and support","2014"
"Zeros at all even places in the binary expansion","2015"
"Study convergent sequence","2013"
"Show given any $x\in\mathbb{R}$ show there exists a unique $n\in\mathbb{Z}$ such that $n-1\leq x <n$.","2013"
"Sequential Compactness in the space $\mathbb R^n$.","2014"
"Relation between metric and uniform convergence","2014"
"For what values of $x$ does the series $\sum\limits_{n\geqslant 1}\sin(0.99\sin(0.99\dots\sin(0.99x)\dots))_{n-times}$ converge?","2015"
"Q-conjugrate Minimization","2016"
"Prove that $a_n = f(\frac{1}{n})$ converges.","2016"
"Find Lebesgue measure of set $\left\lbrace0<x \leq1:x \sin\left(\frac {\pi}{2x}\right) \geq0 \right\rbrace$","2014"
"A sequence of equicontinuous functions, are their inverse functions also equicontinuous under some assumptions","2016"
"Convergence of a sequence defined by cos function.","2015"
"Show that g′ is discontinuous at x = 0 and that g′ takes on values close to ±1 arbitrarily near 0.","2012"
"f, g continuous for all rationals follow by continuous on all reals?","2012"
"Suppose $f \in L^p[0,1]$ for what values of $\lambda$ , $\lim_{\epsilon \to 0^+} \frac{1}{\epsilon^{\lambda}} \int^{\epsilon}_{0} f = 0$","2013"
"$x\cdot 0 \neq 0$ infinitely many zeroes on a finite interval","2014"
"Limit of derivatives","2016"
"The limit of a function","2015"
"Apply Fubini's theorem to prove","2014"
"Proving differentiability without using limit definition","2015"
"Countable subset of $(a,b)$. absolutely convergent series, convergent sequence","2012"
"Convergence Series","2011"
"Could someone explain more about the integral equality?","2013"
"$L^\infty$ is complete","2011"
"Infinitely many rational numbers between two different real numbers","2015"
"Absolute Value Brackets Proof","2015"
"Dedekind cuts for $\pi$ and $e$","2013"
"Using higher order derivatives to analyze local extrema","2012"
"Closure containing the supremum and infimum","2012"
"Rolle-like equality","2012"
"Baby Rudin 2.33: Relative Compactness","2014"
"show that both $f$ and $g$ are absolutely continuous on $[-1,1].$","2015"
"Need a function!","2014"
"Derivative inequality problem","2014"
"Relation between total variation and absolute continuity","2011"
"$f$ is continuous, $\forall x , \lim_{n \to \infty}f(nx)=0 \implies \lim_{x \to \infty}f(x)=0$","2015"
"An integration problem - series","2014"
"uniform convergence of a sequence of functions.","2014"
"Definition for real analytic 'function'","2016"
"show that $\{ 1/n : n\in \Bbb N \}$ is not compact using open covers","2016"
"Showing the Exponential Function is Continuous","2012"
"showing that dual space of $C[0,1]$ is not separable","2012"
"Proving that $\left(1 + \frac{x}{n}\right)^n, n \in \mathbb N$ is bounded","2013"
"Compute $\int_0^n \left[\frac x {x+1} + \frac x {2x+4} + \frac x {3x+9} + \cdots\right] \, dx$ for $x>0$","2013"
"Prove that if $\sqrt2$ is a positive number whose square is $2$, then $\sqrt2 \le \frac32$","2013"
"Constructing a set with exactly three limit points","2013"
"Royden 4Ed. Question 6.2.9","2015"
"How to show the set is finite","2013"
"Does this proof of the inequality using equivalent norms $ \vert \int^{1}_{0} f(t)dt \vert \leq \int^{1}_{0} \vert f(t) \vert dt$ work?","2015"
"interchanging limit processes","2016"
"How do you show the set of all vectors with a restricted norm in $\mathbb{R}^n$ is compact?","2012"
"Critical points of a twodimensional function","2015"
"Showing $\lbrace f\in L^2(\mathbb{R}):\int_{\mathbb{R}}\vert f \vert<\infty)\rbrace$ is a Borel Subset of $L^2(\mathbb{R})$","2015"
"Proof of $\frac{n^n}{3^n}\le n!$ for $\forall \ge6$","2014"
"Finding Monotonic Subsequence and Convergence","2016"
"Approximation of a measurable function by a continuous one","2015"
"Limit of series of functions","2015"
"equivalent definition for Cauchy sequence","2015"
"Possible mistake in Royden and Fitzpatrick's book Real Analysis","2015"
"Convergence of this series which gives no result in root test","2014"
"An integral Equation","2014"
"Modified Takagi function","2014"
"Is $(\frac{1}{x})\cos(\frac{1}{x})$ continuous?","2016"
"How can I get $\sin{(\frac{1}{x})}$ to always be positive?","2016"
"Is $x\cos(\frac{1}{x})$ Riemann-integrable?","2016"
"Determining whether or not a function is riemann integrable.","2015"
"Given subsequences converge, prove that the sequence converges.","2016"
"The exterior Lebesgue measure for the image of Lipschitz function","2015"
"Theorem 1.20b in Rudin's Principles of Mathematical Analysis","2014"
"compute $f(D)$ where $D=\{(x,y)\mid x^2+y^2=2x\}$","2015"
"Limits in metric spaces","2014"
"$I=[a,b]$, $f:I→\mathbb{R}$ continuous on $I$ s.t. $\forall x∈I,\ \exists y∈I$ s.t. $|f(y)|≤\frac{1}{2}|f(x)|$. Prove $\exists c∈I$ s.t. $f(c)=0$","2014"
"Show $\lim_{n\to\infty}\frac{\int_X|f|^{n+1}d\mu}{\int_X|f|^nd\mu}=\|f\|_\infty$.","2014"
"proving an inequality by Cauchy-Schwarz inequality","2014"
"Convexity of open ball in $\mathbb{R}^n$","2013"
"Can absolute convergent series be expressed as sum of two series?","2012"
"Multidimensional ""bump"" function for any closed subset","2015"
"Prove that $|\sin^{−1}(a)−\sin^{−1}(b)|≥|a−b|$","2015"
"How can I construct such a Borel subset?","2015"
"How to show that the function $x^\alpha \sin\left(\frac{1}{x}\right)$ ($\alpha > 1$) is of bounded variation on $(0,1]$?","2015"
"Suppose that $\lim_{x\to \infty} x_n = x$. Show that x is a point of accumulation of E.","2014"
"Question regarding p-series.","2014"
"Let $f$ be a bounded twice differentiable real valued function on $\mathbb R$ such that $f''(x) \geq 0$ for all $x$. Then $f$ is constant","2014"
"Inequality for concave function","2016"
"Real Analysis Boundedness of continuous function","2012"
"Inverse function theorem differentiation question","2014"
"A proof of a criteria similar to Dini's Test","2011"
"Does an exponential series converge uniformly all the time?","2016"
"The function $k \rightarrow \int_0^\pi \exp(k\sin x) dx$","2016"
"Show that the range of $\{x_n\}$ contains at most a finite number of elements","2016"
"Is connectedness an intrinsic property of a set?","2012"
"Unit disc contains finitely many dyadic squares whose total area exceeds $\pi - \epsilon$","2014"
"A sequence of continuous functions on $\mathbb{R}$ pointwise bounded at rationals","2014"
"Supremum of a non-decreasing sequence is the limit of the sequence","2015"
"Convergence in weighted $L^2$ space","2014"
"Showing that $f(x)=e^{-x}$ is uniformly continuous on $[0,\infty)$","2014"
"verify equicontinuous functions","2014"
"How to prove that $\displaystyle f''(a)=\lim_{h \to 0}\frac{f(a+2h)-2f(a+h)+f(a)}{h^2}$","2013"
"Taxicab metric with open, closed unit ball, and unit sphere.","2013"
"Prove $c^{-1}(|x_1|^a+\dots+|x_n|^a)\leq |x|^a\leq c(|x_1|^a+\dots+|x_n|^a)$","2014"
"Evaluate $\int_0^1dx \int_0^1\frac{x^2-y^2}{(x^2+y^2)^2}dy$","2014"
"Determine the values of $p$ and $q$ for which the following integral converges.","2015"
"Do we have a monotone convergence theorem for such sequences?","2013"
"Example 10.4 from PMA Rudin","2016"
"Subsequence of a sequence converging to its lim sup and lim inf","2014"
"$\lim_{p\rightarrow\infty}||x||_p = ||x||_\infty$ given $||x||_\infty = max(|x_1|,|x_2|)$","2014"
"Number of critical points of a product","2014"
"Limit equal to a Riemann Sum","2011"
"Higher-order differentiation of the Implicit Function.","2014"
"Prove that equation has atleast one solution on $\mathbb{R}$","2014"
"How to show that a sequence does not converge if it is not bounded above","2013"
"Rigorous proof of the limit of $x^x$ as $x \to 0$","2013"
"Dedekind cuts: Showing that the set B has no smallest element","2013"
"Is $ \sum\limits_{n=1}^\infty \frac{|\sin n|}n$ convergent？","2014"
"Infinite Limits Sequence","2015"
"If real function $f$ is continuous and injective, is it strictly monotone?","2015"
"A problem about the special case of the Vitali-Caratheodory theorem","2015"
"Is $f=0$ if the integral is zero","2014"
"Show by contradiction that $a^n\to 0$","2015"
"Counter-example of Lebesgue integral for a function that is unbounded","2014"
"Error of the Summed Midpoint-Rule","2013"
"absolute convergence implies unconditional convergence","2013"
"Question involving Lebesgue integrable functions and their properties.","2012"
"Epsilon-delta definition of continuity","2015"
"Show that if $f \in L^{1}_{loc}(\mathbb{R}^{n})$, $|f(x)| < \infty$ for a.e. $x \in \mathbb{R}^{n}$","2014"
"In the following proof that square root of 2 is non-terminating, where does the expression for q come from?","2014"
"Why a function to be smooth requires more than one derivative?","2015"
"Application of Monotone Convergence Theorem.","2012"
"Explicit sequence of polynomials which converge to zero but have non-zero integral","2015"
"Difference Between Limit Point and Accumulation Point?","2013"
"Tangent even derivative","2014"
"Uniform Convergent question. Having trouble dealing with the $x^n$ term.","2014"
"Let $a>1$ and $f,g,h \colon [-a,a] \to \Bbb R$ be twice differentiable function such that..","2014"
"Borel set preserved by continuous map","2013"
"Prove $e^n$ and $\ln(n)$, mod 1, for $n=2,3,4...$ is dense in $[0,1]$","2012"
"using Darboux's theorem to prove the derivative of $f$","2013"
"Rearranging the alternating harmonic series","2013"
"How to show if $|a_{n+1} - a_{n}| \le \frac{1}{2^n}$ then the sequence is Cauchy.","2013"
"Prove that Riemann integrability implies boundedness.","2013"
"Prove complete metric space","2014"
"Abstract measure (product measure)","2015"
"Epsilon approximation some intuition","2015"
"Difference between second and third editions of Rudin's 'Principles of Mathematical Analysis'","2014"
"On continuous functions with compact support","2013"
"A basic doubt on rationals approximating reals","2013"
"Is it possible to have a convergent subsequence of a divergent sequence?","2013"
"$[a,b)$ is not open","2014"
"Show that $\mathbb{Q}$ is dense in the real numbers. (Using Supremum)","2012"
"If $\int_{\mathbb{R}}\vert f\vert<\infty$, then $\sum_{n=1}^\infty\vert n\int_n^{n+1/n}f(x+y)dy\vert<\infty$","2015"
"Any sequence $(a_n)$ of real numbers has a subsequence $(a_{n_k})$ such that ($\sin(a_{n_k})$) converges?","2014"
"Determine if the collection {$(a_n : n \in N) : |a_n| = 1$ for all n} is countable.","2014"
"How to prove that a certain set has no largest element and is bounded above ? Isn't that a contradiction?","2013"
"graph is dense in $\mathbb{R}^2$","2012"
"Prove That Subset of Real Numbers is Countable","2016"
"Uniform convergence $f_n(x)=\arctan (nx)$.","2013"
"Show that, for any constants $a ∈ (0, 1)$ and$ b \in \mathbb{R}$ the equation $x = a \sin x + b$ has a unique solution","2016"
"Question about definition of Oscillation","2012"
"Does every differentiable function has an infliction point between a local maximum and minimum?","2014"
"Cauchy Series and Fermat Last Theorem","2014"
"Proving a subspace of $C(X\times Y)$ is dense in $C(X\times Y)$","2014"
"Proving $x^3$ is uniformly continuous over $\mathbb R$","2016"
"problem of compact sets","2014"
"Every real number is the limit of some subsequence of a given sequence in the sequence of all rationals","2013"
"Prove the limit..","2013"
"How is it $ S = (a,b)∪(c,d)$","2013"
"Why is the limit of this root the absolute value","2014"
"a integrale equal to a minimum","2014"
"Characteristic function of the rationals equals the double limit of continuous functinos","2014"
"Using IVT and Rolle's Theorem","2014"
"Density of a vector space generated by power functions","2014"
"Let $a,b \in \mathbb{Q^{+}}$ then $\sqrt{a} + \sqrt{b} \in \mathbb{Q} $ iff $\sqrt{a} \in \mathbb{Q}$ and $\sqrt{b} \in \mathbb{Q}$","2015"
"the Lebesgue integral can be evaluated as an improper Riemann integral if the integrand is nonnegative","2015"
"Let $f,g$ be continuous on $\mathbb{R}→\mathbb{R}$ and $f(r)=g(r)$ if $r∈\mathbb{Q}$, is it true that $f(x)=g(x)$ for all $x∈\mathbb{R}$","2014"
"About essential range of function","2011"
"A conjecture about twice continously differentiable functions.","2015"
"$f$ is a continuous function from $[0,1]$ to $\mathbb{R}$ s.t. $f(0)=f(1)$, prove $\exists c$ in $[0,\frac{1}{2}]$ such that $f(c)=f(c+ \frac{1}{2})$","2014"
"Banach contraction Principle","2014"
"control of an integral using the integral of derivative","2014"
"Closure of the image of the unit ball in $C[0,1]$ under a given linear operator","2016"
"Characterizations of uniform convergence","2016"
"showing a space is complete","2015"
"Riemann integrability implies following.","2013"
"Proving that a limit exists","2013"
"Is there some consensus on the dimensions of a Jacobian matrix and of a gradient?","2011"
"$f$ is not Lebesgue integrable but $|f|$ is. Why?","2011"
"Equivalent definitions of limit and Discontinuities of monotonic functions","2012"
"Proving derivatives are equal","2011"
"If $\sum f_k$ converges uniformly in $X$, then $f_k \to 0$ uniformly in $X$  ","2011"
"""Partitions"" of functions, Elementary Question","2016"
"Distance to a closed set","2011"
"Convergence in $L^\infty$ is nearly uniform convergence","2011"
"Arclength integral","2011"
"Is there an analytic function which is not monotone on any interval?","2011"
"Dyadic Rational are dense","2011"
"Using the definition of Compactness in a Proof","2011"
"Limit of a specific quotient involving exponentials","2014"
"How to show that a set of discontinuous points of an increasing function is at most countable","2011"
"Discontinuity of the topologist's sine curve","2015"
"Show that the set $A = \left\{ x+ \frac{\sin kx}{1+k},k=0,1,2, \dots \right\}$ is a compact subset of $C[0,1]$.","2016"
"Establishing the existence of a strictly increasing real function, discontinuous at all rationals and continuous at all irrationals","2014"
"$\mu$-almost everywhere convergence and $\mu$-null set","2015"
"bounded functions supported on a set E","2014"
"Determine which of the following series is convergent","2014"
"showing that $\lim_{n\rightarrow \infty} \int_0^1 f_n(x)g(x)~dx =0$","2011"
"Functions of bounded variation","2011"
"Discontinuity and riemann integrability","2013"
"Proof for Step Functions","2013"
"The closure of $C_c$ in $L^\infty$ is $C_0$","2015"
"Limits Properties of exponential function","2015"
"Does there exist an infinite $\sigma$-algebra that contains no nonempty member which has no nonempty proper measurable subset?","2015"
"Let $\alpha:\langle a,b\rangle \longrightarrow \mathbb{R}^2$ be a continuous function and injective","2013"
"$\sum_{n=1}^{\infty}a_{2n}$ converges","2015"
"If $f:(-1,1) \rightarrow (-1,1)$ is a bijection and satisfies $|f(x) - f(y)| = |x-y|$ , $\forall x,y \in (-1,1)$ then $f(0) = 0$ .","2015"
"A finite connected set with more than one element","2015"
"Derivate of a composition","2014"
"Prove that if two open balls in a vector space are equal then their radii and centres are equal","2013"
"If $f \in \mathcal{L}^1(\mathbb{R})$ then $\lim_{h\rightarrow 0}\int_{-\infty}^\infty |f(x+h)-f(x)|dx\rightarrow 0$","2016"
"Help with the proof of Riesz representation theorem","2015"
"Prove that these two sets are equal.","2014"
"Proving $A$={$(x,y,z)\in \mathbb{R}^3 \mid |x^3+y+z|>3$} is open","2016"
"Points of convergence","2013"
"Is sequence of functions defined by$ f_n(x)=x^n$ on $[0,1)$ uniformly convergent?","2016"
"Supremum of a Set of Integers","2011"
"A locally finite Borel measure on a locally and $\sigma$ compact metric space is a Radon measure","2015"
"Pointwise convergence of Fourier series from Rudin","2015"
"Exercise 43, chapter 8, book Real Analysis by Carothers","2016"
"Function continuous at odd numbers from $0$ to $99$, but discontinuous everywhere else.","2016"
"Bounds on the product of $n$ real numbers given their sum.","2013"
"Suppose $f'(x_0)$ exists and is positive, then there exists $x_1 > x_0$ such that $f(x) > f(x_0)$ for all $x \in (x_0,x_1)$.","2012"
"Weierstrass M test from series to sequence","2014"
"prove that $\sum_{n=0}^{\infty} \frac{x^n}{n!} > 0$","2014"
"Is this function one-one and onto?","2015"
"Evaluate the definite integral $\int_0^1 {\frac{{\left( {{\rm 1 - x}} \right)^n }} {\ln x}} dx$","2014"
"Prove that $A^o \cap B^o = (A \cap B)^o$","2015"
"Determining Uniform Convergence","2015"
"Let $f$ be differentiable on $(0,\infty)$.Show that $\lim\limits_{x\to \infty}(f(x)+f'(x))=0$,then $\lim\limits_{x\to \infty}f(x)=0$","2015"
"Let $f:\mathbb{R}\to \mathbb{R}$ be a function that is differntiable $n+1$ times for some positive integer $n$...","2015"
"Is there an analytical solution for a single unknown in this summation?","2015"
"Convergence of $L^1$ norms of a sequence in $L^\infty$ convergent in $L^2$","2013"
"What are some examples of subsets in $\mathbb{R}$ that have infinitely many limit points but contain none of them?","2015"
"If $f$ is differentiable and strictly increasing on $I$, is $f'$ continuous?","2014"
"Show that every accumulation point of A is not an interior point of of B.","2014"
"Can infinity be a supremum? Can it be a maximum?","2015"
"Can you give an example of a local minimum with the following properties?","2014"
"Continuity at accumulation point","2011"
"Separability $\mathbb{R}^2$","2011"
"Continuous extension / Closed set in $\mathbb{R}$","2012"
"Polynomials that uniformly approximate a smooth function","2011"
"Convergence a.e. and of norms implies that in $L^1$ norm","2011"
"Continuity and strictly increasing on an interval","2011"
"The irrationals, the Cantor Set, and $F_\sigma$ sets","2011"
"decide if the set function $\nu$ defined is a measure","2014"
"Prove that $\nu$ is an outer measure","2014"
"Pointwise convergence and Sobolev bounded","2014"
"How to see this inequality","2015"
"Establish the convergence or divergence of a sequence","2015"
"Show a sequence is bounded and equals to infimum of supremum","2015"
"Proving a limit to Infinity","2015"
"Proving that the sequence $n^{(-1)^{n}}$ is divergent","2016"
"Prove that a set ${T_1}$is finite iff there is a bijection from it onto a finite set ${T_2}$","2014"
"How can I prove that $f(x):=\frac{1}{1+x\cdot\left|x\right|}$ is not bounded above?","2011"
"Lebesgue convergence problem","2013"
"Can the limit of a product exist even if the limit of one of the factors doesn't?","2013"
"showing something is not poitnwise convergent if it diverges?","2015"
"proving pointwise convergence formally","2015"
"About the domain of points having tangent to a curve","2014"
"Prove $\inf\{x+y+z\mid x,y,z\in\mathbb{R}, 0<x<y<z\}=0$","2013"
"Surjective continuous function $[0,1] \to [0,1]^2$","2014"
"confused about what 'Series' is?","2014"
"Minimum of $f(x)=\sqrt{9x^{2}+1}-3x-2 $","2016"
"Upper bound for norm of hessian by bounds of mixed directional derivatives.","2015"
"Infinite Series Convergence - Counter Example","2015"
"Prove that the function $\frac{e^x-1-x}{x^2}$ is increasing.","2016"
"Why are sigma-algebras defined to include the ambient set?","2015"
"Prove that if $12a+6b+4c+3d=0$, then $a+bx+cx^2+dx^3=0$ has a real solution in $(0,1)$","2016"
"finding the dimension of a set with a measure of zero.","2016"
"Prove $f$ is differentiable when $h\to 0$ in definition along rationals.","2014"
"Proof of exponent rule $a^{n/m}$ when $n$ and $m$ belongs in the reals","2011"
"application of the theorem of implicit functions","2011"
"Construct a set with different upper and lower Lebesgue density at zero.","2016"
"If a function is continuous and one to one and is defined on a connected subset of R, is it monotonic that connected subset?","2016"
"Right and left differentiability","2014"
"$A$ and $B$ disjoint and closed implies there is positive distance between both sets","2016"
"Absolutely continuous functions and the fundamental theorem of calculus","2013"
"A set is closed if and only if it contains all its limit points.","2013"
"Prove $\inf_{x\in D} [f(x)g(x)]\le\sup_{x\in D}f(x)\cdot\inf_{x\in D} g(x).$","2013"
"How can one write $z^{-1}$ as a Stieltjes function?","2015"
"Let $p(x) = ax^2+2bx+c$ be a quadratic form, where $a$, $b$, $c$ are real numbers. Find supremum of $p(x)$","2014"
"For a compact set K, does $K\supset f(K)\supset f^{2}(K)\supset...$ hold for function f?","2016"
"Proving an heuristic bound involving the gaussian","2013"
"Does $f$ exist such that $f(1)<0 , f(5)>3 $ and $ f'(x)\le e^{-f(x)}$","2014"
"Is there a real positive function such that $\min\{f(x),f(y)\}<|x-y|$, if $x\neq y$?","2013"
"How I find a suitable increment value","2015"
"Polynomial of degree $2$ has at most $2$ roots","2015"
"Prove that there can be at most countably many disjoint letter T's in the plane","2014"
"On the smallest sigma algebra of a set","2014"
"is this function one to one","2016"
"Proving a different version of MVT","2014"
"completion of measure space, smallest sigma algebra","2014"
"Proving a mapping from a higher dimension to a lower dimension is continuous?","2016"
"Find the supremum of $1-\frac{1}{2^n}$","2015"
"A simple inequality about the $p$ norm","2015"
"Equicontinuous family of functions on a compact set","2015"
"How many such continuous functions are possible?","2016"
"A two variable sequence","2012"
"Square root: a contraction?","2012"
"example for Lebesgue measure","2014"
"inverse function theorem for analytic functions whose derivative might vanish","2015"
"Question on proof of Heine-Borel theorem","2015"
